,id,title,overview,release_date,popularity,vote_average,vote_count
6440,495925,Doraemon: Nobita's Treasure Island,"Upon hearing about the story of Treasure Island, Nobita dreams of discovering and exploring his own treasure island, despite the fact all of the Earth has been mapped already.",2018-03-03,16.547,7.2,88
6441,15947,The Three Caballeros,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",1944-12-21,14.901,6.287,702
6442,1077600,Baby Assassins 2,"After being suspended from their agency due to a rules violation, teenage hitmen Chisato and Mahiro are forced to get “real” jobs to make ends meet. But while the elite duo is forbidden from executing targets or enemies under any circumstances, two aspiring rival hitmen decide to eliminate the competition while they’re vulnerable—leading to a lightning-fast showdown between trained killers.",2023-03-24,19.181,6.8,25
6443,1015333,The Escort Wife,A wife who just had a miscarriage finds out that her husband is having an affair with a high-end escort. She turns into prostitution and will take her revenge on her...,2022-09-16,17.913,4.8,8
6444,428045,Iron Mask,"Commissioned to map the Far East territories of the Russian Empire, cartographer Jonathan Green sets off on a long journey of unbelievable adventures—making breath-taking discoveries and meeting mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even the King of Dragons.",2019-08-16,18.908,6.2,454
6445,80389,Get the Gringo,A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,2012-03-15,18.902,6.572,1622
6446,805195,The Girl Who Believes in Miracles,"When Sara hears a preacher say faith can move mountains, she starts praying. Suddenly people in her town are mysteriously healed! But fame soon takes its toll – can Sara’s family save her before it’s too late?",2021-04-02,14.413,7.5,102
6447,16052,Selena,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",1997-03-21,20.148,7.72,1211
6448,1072371,Jules,"A flying saucer lands in the backyard of an elderly suburbanite with memory problems, who forms a bond with the scared alien inside.",2023-08-10,19.941,7.197,249
6449,11702,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",1998-02-06,24.7,6.232,505
6450,9359,Maverick,"Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game.",1994-05-20,13.646,6.9,1576
6451,953300,The Mystery of Marilyn Monroe: The Unheard Tapes,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,2022-04-27,15.916,6.4,135
6452,475210,How It Ends,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,2018-07-13,14.903,5.278,1883
6453,1047431,Prancer: A Christmas Tale,"Ten-year-old Gloria and her recently widowed grandfather Bud befriend a mysterious reindeer when the family gather for Christmas. Bud comes to believe that Prancer may actually be magical, but Gloria fears his theory will send him straight to a retirement home.",2022-11-22,24.692,7.0,24
6454,568467,Ammonite,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",2020-11-13,16.907,7.0,569
6455,27579,The American,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",2010-08-31,16.147,6.0,1334
6456,1232943,Kill Me If You Dare,A winning lottery ticket has grave consequences for a married couple when they start hatching plans to kill each other for the prize money.,2024-02-13,24.676,5.5,87
6457,12085,Mad Money,Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,2008-01-17,16.396,6.5,656
6458,10768,The Final Conflict,"Damien Thorn has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to the United Kingdom, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",1981-03-20,18.143,5.818,559
6459,649788,Ray Charles - Live in France 1961,"Lost for 50 years, these newly discovered concerts were filmed at the 1961 Antibes Jazz Festival in France and show Ray Charles in his prime period with the original Raeletts and his most legendary band (including David ""Fathead"" Newman and Hank Crawford). These first concerts he ever gave in Europe opened the door for Ray Charles to become one of the most revered international stars America has ever produced.",2011-10-20,24.655,7.2,73
6460,225574,Non-Stop,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",2014-02-26,17.61,6.8,5293
6461,24248,Barabbas,"Epic account of the thief Barabbas, who was pardoned for his crimes and spared crucifixion when Pilate offered the Israelites a choice to pardon Barabbas or Jesus. Struggling with his spirituality, Barabbas goes through many ordeals leading him to the gladiatorial arena, where he tries to win his freedom and confront his inner demons, ultimately becoming a follower of the man who was crucified in his place.",1961-12-23,17.61,6.8,152
6462,961613,A Haunting in Ravenwood,"A newlywed couple arrives at the house of the husband's late wife, where the flowers have been maintained to the dead woman's memory. Soon, eerie events lead the new wife, to believe she is losing her mind.",2021-12-31,17.609,6.5,4
6463,705559,My Mother's Lovers,"Luisa has a habit of bringing her dates home, irritating her son, Cesar. When Cesar invites his best friend Pablo over for a sleepover, Luisa's flirtations become too much to bear, especially as Cesar has his own feelings towards Pablo.",,17.608,3.7,6
6464,638134,Pets United,"When Roger (a Robin Hood-esque, stray dog) and Belle (an elegant yet spoilt pet cat) are thrown together amidst the chaos of a robot take-over of their home city, they must push all their preconceptions aside in order to survive, as they embark on a high-stakes, action-packed adventure.",2019-11-08,17.608,5.8,188
6465,63492,What's Your Number?,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",2011-09-30,17.603,6.5,2314
6466,102057,Divorce American Style,"After 17 years of marriage in American suburbia, Richard and Barbara Harmon step into the new world of divorce.",1967-06-21,17.602,5.8,22
6467,942199,Simulant,"Faye attempts to replace her newly deceased husband, Evan, with an android simulant (SIM). Although SIM Evan appears like human Evan in every way, Faye does not feel the same love for SIM Evan as it does for her. SIM Evan tries to win Faye back while at the same time being on-the-run from a government agent chasing down SIMs who have become “conscious” and could potentially be a threat to humankind.",2023-03-29,17.599,5.9,168
6468,10360,Hunger,"The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",2008-05-15,17.599,7.3,1101
6469,11571,Journey to the Center of the Earth,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,1959-12-15,17.598,6.948,454
6470,10780,Overboard,"Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.",1987-12-16,17.596,6.8,836
6471,18009,Leprechaun 2,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.",1994-04-08,17.595,5.6,318
6472,57230,Viy,A young priest is ordered to preside over the wake of a witch in the church of a remote village. This means spending three nights alone with the corpse with only his faith to protect him.,1967-11-27,17.591,6.879,227
6473,1248698,Stolen Identity: The Last Hacker,"Genius hacker and murderer Urano escaped from prison and fled to South Korea. Urano was hired by a South Korean anti-government organization to set a trap targeted for the Korea-Japan summit meeting. Sumin is assigned to watch over Urano but is intimidated by his frantic behavior. Urano distrusts her, but gradually their feelings begin to change a little.",2024-11-01,17.59,0.0,0
6474,74998,Seeking Justice,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",2011-09-02,17.583,5.91,990
6475,897192,Diary of a Wimpy Kid: Rodrick Rules,"A new school year, his brother Rodrick teases him over and over and over and over again. Will Greg manage to get along with him? Or will a secret ruin everything?",2022-12-02,17.58,6.9,160
6476,982932,Shrapnel,A former Marine and his old war buddy face off against the Mexican cartel behind the disappearance of his daughter.,2023-07-28,17.578,5.9,44
6477,508664,Danger Close: The Battle of Long Tan,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",2019-08-08,17.572,6.8,319
6478,552095,PAW Patrol: Mighty Pups,"When their latest scheme goes awry, Mayor Humdinger and his nephew Harold accidentally divert a meteor towards Adventure Bay. The meteor's golden energy grants the PAW Patrol superpowers. The heroic Mighty Pups are on a roll to super-save the day.",2018-10-04,17.57,7.5,572
6479,11087,The Hand that Rocks the Cradle,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.",1992-01-10,17.569,6.862,875
6480,13376,Eight Crazy Nights,"Davey Stone, a 33-year old party animal, finds himself in trouble with the law after his wild ways go too far.",2002-11-27,17.568,5.2,311
6481,12545,Jesus Christ Superstar,"As played out by a theatre troupe, the last days of Jesus Christ are depicted from the perspective of Judas Iscariot, his betrayer. As Jesus' following increases, Judas begins to worry that Jesus is falling for his own hype, forgetting the principles of his teachings and growing too close to the prostitute Mary Magdalene.",1973-08-15,17.566,7.0,542
6482,11870,Big Fat Liar,"After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!",2002-02-08,17.563,5.8,794
6483,1376701,10 PM,"After the disappearance of a mysterious radio broadcast that took the listener's energy, a mysterious ghost detection application appeared with the same name, 10 pm. Viska, who realizes this, is determined to eradicate the source with Arvino's help.",2024-11-05,17.556,0.0,0
6484,299,Ocean's Eleven,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,1960-08-10,17.555,6.4,345
6485,879805,I Am: Celine Dion,"A raw and honest behind-the-scenes look at the iconic superstar's struggle with a life-altering illness. Serving as a love letter to her fans, this inspirational documentary highlights the music that has guided her life while also showcasing the resilience of the human spirit.",2024-06-18,17.546,7.8,118
6486,52449,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",2011-05-16,17.546,5.6,4633
6487,11546,Police Academy: Mission to Moscow,"The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",1994-06-09,17.546,4.6,855
6488,10735,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",2003-03-27,17.545,6.3,1604
6489,1632,Mississippi Burning,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",1988-12-08,17.544,7.7,1625
6490,988402,Humanist Vampire Seeking Consenting Suicidal Person,"Sasha is a young vampire with a serious problem: she's too sensitive to kill. When her exasperated parents cut off her blood supply, Sasha's life is in jeopardy. Luckily, she meets Paul, a lonely teenager with suicidal tendencies who is willing to give his life to save hers. But their friendly agreement soon becomes a nocturnal quest to fulfill Paul's last wishes before day breaks.",2023-10-13,17.542,7.6,141
6491,104289,Erotic Diary of an Office Lady,Asami Ogawa in her first leading role as an office lady with a healthy sexual appetite who grows bored with the limited choices that society offers her.,1977-02-12,17.538,3.6,13
6492,470,21 Grams,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",2003-09-06,17.537,7.332,3080
6493,11074,Striking Distance,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",1993-09-17,17.535,5.8,802
6494,628922,Asphalt City,"A young paramedic is paired with a seasoned partner on the night shift in New York revealing a city in crisis. Discovering the chaos firsthand, he is tested with the ethical ambiguity that can be the difference between life and death.",2024-03-28,17.534,6.0,86
6495,1004284,Astral City 2: The Messengers,"A group of messenger spirits led by Aniceto, including doctor André Luiz, are tasked with going to Earth to help rescue three proteges whose interconnected stories are about to fail.",2024-01-25,17.529,7.0,23
6496,429473,Lou,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,2022-09-23,17.526,6.5,653
6497,482706,Oligosaccharide The Movie,"A truth tale about ""Oligosaccharide"" written by Crocodile Man. One 'Geun-hyeok' and ten 'Mi-jeongs' put on a sexy adult fantasy! Geun-hyeok and Mi-jeong switch bodies after they have intercourse. Mi-jeong asks Geun-hyeok for something as she's about to get married... Mi-jeong is a call girl who seduces Geun-seok. She's actually a killer. What is she? Tae-sik only drinks black coffee and Mi-jeong likes him. Will they come true? Tae-sik is a loser who uses his wife to rip money off of other men. Geun-hyeok loves her. What will happen to them? What if someone is watching me? Mi-jeong asks detective Geun-hyeok for help... ""I have a wife!"" Geun-hyeok drinks with his sexy superior Mi-jeong and thing happen. Mi-jeong and her husband have a pile of debt. Mi-jeong goes to her friend Geun-hyeok who can foresee the future. Geun-hyeok is perfect and Mi-jeong loves her husband but she can't help feeling unsteady. Tae-sik leaves on a suicide journey and meets Mi-jeong. They fall in love...",2017-06-15,17.522,4.2,9
6498,455236,Accident Man,"Mike Fallon, the Accident Man, is a stone cold killer.  When a loved one is murdered by his own crew, Fallon is forced to avenge the one person who actually meant something to him.",2018-02-06,17.521,6.2,494
6499,1225482,I'll Lend You My Wife,"Gyeong-tae, the husband who is tired of sleeping with his wife, posts that he is selling his wife on a second-hand website. After reading the article, Young-sik accepts the transaction and sleeps with Gyeong-tae's wife. Gyeong-tae, who is secretly watching, gets excited when he sees his wife having sex with another man.",2023-12-01,17.52,0.0,1
6500,683340,Vengeance,A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,2022-07-29,17.52,6.62,363
6501,1090874,Mea Culpa,"A criminal defense attorney must choose between family, duty and her own dangerous desires when she takes on the case of an artist accused of murder.",2024-02-22,17.519,5.733,165
6502,10029,Very Bad Things,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",1998-09-11,17.519,6.279,603
6503,1033303,Racionais MC's: From the Streets of São Paulo,"Armed with music and a message, influential hip-hop group Racionais MC's turned their street poetry into a powerful movement in Brazil and beyond.",2022-10-20,17.518,8.4,55
6504,832074,Tourist,Story of Russian military advisors in the Central African Republic.,2021-05-19,17.518,6.7,30
6505,783364,Chika,"The teenage Chika feels empty after the death of her parents. Her older sibling is busy with her career and then her boyfriend breaks up with her. But Chika’s life starts to change when she meets Yoza. Chika accidentally destroys Yoza’s handycam, causing him to get hit by a taxi and hospitalized, thus causing him to cancel his departure to New York. Yoza dreams of becoming a filmmaker and he keeps asking her to replace his handycam. Chika is annoyed and confused because of his unpredictable attitude. Behind it all, Yoza keeps a secret that neither Chika nor anyone knows.",2008-09-26,17.517,0.0,0
6506,526050,Little,"Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.",2019-04-04,17.514,6.877,707
6507,569268,Femdom:  Female Dominance,"Sael Farás takes advantage of his position as Mexican Ambassador in South Africa to smuggle diamonds. He also has a secret affaire with a dominatrix. When Sael suddenly dies, a detective is assigned to the case.",2017-10-06,17.512,5.6,8
6508,1492,1492: Conquest of Paradise,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,1992-10-09,17.51,6.2,816
6509,1028851,Beauty and the Beast: A 30th Celebration,"In honor of the 30th anniversary of the animated classic, this animated and live-action blended special showcases the fan-favorite movie, along with new musical performances, sets and costumes inspired by the classic story.",2022-12-15,17.508,6.9,34
6510,635237,Arthur & Merlin: Knights of Camelot,King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.,2020-05-28,17.508,5.3,123
6511,13345,A Chinese Odyssey Part One: Pandora's Box,"When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women. When one of them is dying, the Joker goes back in time in an attempt to save her.",1995-01-21,17.507,7.521,261
6512,65086,The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",2012-02-03,17.505,6.133,3431
6513,995012,The Tutor,"When a professional tutor takes a job at a remote manor, he soon finds himself battling his disturbed student’s obsessions, which threaten to expose his darkest secrets and unravel his carefully crafted persona.",2023-03-24,17.504,6.3,88
6514,23048,Hot Tub Time Machine,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Craig is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",2010-03-26,17.504,6.0,2442
6515,10839,Cross of Iron,"It is 1943, and the German army—ravaged and demoralised—is hastily retreating from the Russian front. In the midst of the madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich is still vastly superior to the Russian army. However, within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors.",1977-01-29,17.504,7.1,404
6516,375366,The Girl with All the Gifts,"In the future, a strange fungus has changed nearly everyone into thoughtless, flesh-eating monsters. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",2016-09-23,17.501,6.543,1950
6517,102051,Unicorn City,"Voss entices local gamers to create a utopia to impress a potential employer, but paradise is disrupted when his nemesis lays claim to the city and Voss's true love.",2012-02-24,17.501,5.6,29
6518,4379,Monster-in-Law,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",2005-05-13,17.501,6.202,1636
6519,47570,Maid in Sweden,"Schoolgirl Inga goes to visit her sister in Stockholm and is shocked to find her living with her boyfriend, Casten.",1971-11-03,17.5,4.5,28
6520,16456,The Crow: Wicked Prayer,"After ex-con Jimmy and his girlfriend are brutally murdered by a biker gang, he is resurrected by the power of The Crow to avenge their deaths and reunite with her in the afterlife.",2005-05-04,19.126,3.8,211
6521,14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.",2005-07-21,14.876,7.3,340
6522,846,The X Files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",1998-06-19,19.126,6.874,1588
6523,10935,Heaven's Gate,"Harvard graduate James Averill is the sheriff of prosperous Jackson County, Wyo., when a battle erupts between the area's poverty-stricken immigrants and its wealthy cattle farmers. The politically connected ranch owners fight the immigrants with the help of Nathan Champion, a mercenary competing with Averill for the love of local madam Ella Watson. As the struggle escalates, Averill and Champion begin to question their decisions.",1980-11-19,22.625,6.8,355
6524,15159,The Pink Panther 2,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",2009-02-06,19.126,5.7,1109
6525,1202841,Crime Diaries: The Celebrity Stylist,"When an up-and-coming stylist is found stabbed to death in his home, a young detective is given 20 days to solve the case. Inspired by true events.",2023-11-22,17.494,6.0,38
6526,854188,The Kindred,"After her father’s suicide, a young mother investigates what led to his death. But when she is haunted by spirits and unearths an unsolved mystery from 30 years ago, she discovers a dark family history that could prove deadly for her child.",2021-12-28,15.892,6.4,114
6527,335866,Circle,"In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there.  Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die…executed by a strange device in the center of the room.",2015-05-28,14.878,6.016,1945
6528,216919,Deseo,"Eight short stories of seduction and illicit encounters between lovers, filled with humor and eroticism, which use a circular structure located in the cosmopolitan atmosphere of a colonial city of Mexico.",2013-09-13,17.488,6.6,260
6529,59068,Sister Emanuelle,"Sister Emanuelle and Sister Nanà go to meet Mr. Cazzabriga, who has a problem: his wild-child daughter, Monica, who he wants to send to a Catholic school to remove her from temptations around the house.",1977-08-10,15.723,5.2,45
6530,413594,Sword Art Online: The Movie – Ordinal Scale,"In 2026, four years after the infamous Sword Art Online incident, a revolutionary new form of technology has emerged: the Augma, a device that utilizes an Augmented Reality system. Unlike the Virtual Reality of the NerveGear and the Amusphere, it is perfectly safe and allows players to use it while they are conscious, creating an instant hit on the market. The most popular application for the Augma is the game Ordinal Scale, which immerses players in a fantasy role-playing game with player rankings and rewards.  Following the new craze, Kirito's friends dive into the game, and despite his reservations about the system, Kirito eventually joins them. While at first it appears to be just fun and games, they soon find out that the game is not all that it seems...",2017-02-18,16.129,7.7,674
6531,8461,Funny Games,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",2008-03-14,18.625,6.55,2025
6532,13342,Fast Times at Ridgemont High,"Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Hand—a man convinced that everyone is on dope.",1982-08-13,16.372,6.803,1214
6533,1040330,Black Adam: Saviour or Destroyer?,"Ahead of the release of upcoming fantasy film ‘Black Adam’, sit down with Dwayne Johnson as he discusses his starring role as the eponymous superhero.",2022-10-15,24.469,7.0,409
6534,16314,3 Ninjas,"Each year, three brothers Samuel, Jeffrey and Michael Douglas visits their Japanese grandfather, Mori Shintaro whom the boys affectionately refer to as Grandpa, for the summer. Mori is a highly skilled in the fields of Martial arts and Ninjutsu, and for years he has trained the boys in his techniques. After an organized crime ring proves to be too much for the FBI, it's time for the 3 brother NINJAS! To use their martial arts skills, they team up to battle the crime ring and outwit some very persistent kidnappers!",1992-08-07,15.122,5.7,426
6535,1102776,AKA,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.,2023-04-28,24.466,6.881,622
6536,551,The Poseidon Adventure,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",1972-12-01,15.121,7.089,875
6537,12721,"No Retreat, No Surrender","Young Jason Stillwell moves with his parents to Seattle, where local bullies harass them without mercy. Jason's father Tom does not believe in violence, so the family takes it on the chin. One day Jason enrolls in a martial arts class and quietly rises in rank to be a major contender. His mettle is tested in an international match against Ivan, a Russian champion.",1986-05-02,15.12,6.217,545
6538,1149920,Too Old for Fairy Tales 2,"Your favourite gamer trio is back! This time, Waldek, Staszek and Delfina will spend an adventure-packed summer in the Tatra Mountains. During the trip, Waldek accidentally finds out that his father – the man he has heard so much about from his mum, the person who abandoned his family a long time ago – lives nearby. The boy is determined to find him and ask him about the reasons for his decision. Together with Staszek, under the cover of night, they set out on their mission. The hazards of the mountain trail, however, are nothing compared to what Delfina will have to do. The creative teenager has to hide the truth about the boys’ disappearance from her aunt, the mother of Waldek and… her new partner. How will this secret mission affect the lives of all the characters?  Will Waldek find an answer to the questions that haunt him and understand the actions of his father?",2024-03-15,16.254,6.6,35
6539,327753,My Mother's Friend,"A woman, who has just separated from her husband, comes to stay at the villa of the friend. The friend is away (and throughout the whole movie only appears as a voice on the phone), but the woman's goofy son (who looks like he just escaped from the Monkees) is staying there too. The son falls for her, not surprisingly since she always dresses in skimpy miniskirts or bikinis, and rarely closes the door when she is changing clothes or showering.",1975-03-05,16.58,4.6,7
6540,382663,Pavada,"Joy a young man who leads a carefree life. Joy acquaintance Babu Joseph, an English professor, and they reminiscence some seemingly forgotten memories.",2016-01-15,19.135,5.8,17
6541,26389,From Paris with Love,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",2010-02-04,19.621,6.266,1967
6542,10860,Steel Magnolias,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",1989-11-15,21.369,7.2,647
6543,65057,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",2011-09-09,14.122,6.846,2757
6544,565916,The Visual Effects of 'Scary Movie 4',,2006-04-20,18.709,4.3,3
6545,59871,Emanuelle in the Country,When Selenia arrives in the small Italian village heads start turning and eyes start popping. All males in the town are falling all over themselves trying to get a look -- or a feel -- of the new doctor.,1982-06-01,15.688,4.7,19
6546,3116,Midnight Cowboy,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",1969-05-25,17.119,7.518,1389
